id	Non-malignant	Non-malignant	Non-malignant	Non-malignant	Non-malignant	Claudin-low	Claudin-low	Claudin-low	Claudin-low	Claudin-low	Claudin-low
ENSG00000268362.4	0.21	0.37	0.29	1.03	0	0.99	1.29	2.02	1.92	0.93	2.36
ENSG00000126822.14	21.54	23.79	23.73	26.43	34.25	1.38	3.44	4.09	6.93	0.34	12.78
ENSG00000164078.11	66.99	21.92	39.17	44.94	4.33	0.15	0.75	1.15	0.51	0.91	13.96
ENSG00000125637.14	11.59	10.45	4.83	37.3	7.59	0.58	0.34	1.25	1.05	2.94	2.03
ENSG00000197385.5	1.38	0.95	2.77	1.68	1.04	0.03	0.61	0.38	0.02	0.28	0.75
ENSG00000163931.14	1160.72	1333.75	693.34	838.53	776.85	397.28	500.81	272.92	516.82	704.06	295.86
ENSG00000181007.8	0	0	0.11	0.03	0	5.61	4.68	11.03	0.69	2.36	2.56
ENSG00000163191.5	2077.98	1623.54	2123.77	2713.5	3490.59	1195.88	236.87	308.97	255.3	1067.01	767.59
ENSG00000175416.11	319.95	377.72	404.34	334.02	433.48	86.32	49.88	50.11	146.14	127.56	235.6
ENSG00000099864.16	0.06	0.03	0.81	0.12	0	14.58	6.04	1.97	1.97	15.52	2.55
ENSG00000166619.11	141.39	125.64	117	48.85	105.36	42.17	30.28	36.98	32.48	26.49	39.87
ENSG00000272405.1	6.42	3.99	1.33	3.47	10.79	0	0	0.03	0.51	0	1.1
ENSG00000140832.8	5.79	14.13	3.97	3.39	2.32	0.1	0.31	0.15	0.23	0.04	0.03
ENSG00000109667.10	29.14	18.48	13.88	2.08	13.2	0	0.2	0.03	0.1	0.15	0
ENSG00000225697.9	72.09	56.86	74.49	38.26	37.49	22.2	20.08	25.21	21.9	21.12	32.65
ENSG00000116741.7	11.22	36.95	19.4	11.29	48.54	2.94	9.84	4.48	2.42	2.38	4.03
ENSG00000094880.9	16.71	12.41	19.37	11.9	12.3	24.33	18.54	29.05	21.16	26.17	25.71
ENSG00000206344.6	0.28	0.05	0	0.39	0.43	0.51	4.52	1.28	2.48	2.56	2
ENSG00000127824.12	540.36	94.05	276.27	608.12	411.54	64.29	95.57	15.03	0.81	3.98	15.52
ENSG00000173432.9	8.77	720.42	298.08	372.49	798.71	0.14	0.16	0.26	0	0.27	0.54
ENSG00000069812.10	17.98	98.37	20.71	6.37	49.3	0.27	1.76	0.62	2.21	0.69	1.59
ENSG00000120149.8	5	6.5	2.5	7.11	3.72	0.27	1.77	0.36	2.69	1.75	0
ENSG00000146904.7	15.22	24.83	5.39	5.49	10.49	0.7	1.71	1.42	1.57	1.06	1.33
ENSG00000006555.9	1.62	7.18	3.27	7.2	2.2	0	0.12	0.23	0.06	0	0
ENSG00000102081.12	11.71	12.62	11.11	11.29	6.9	41.62	31.56	35.36	15.98	29.12	14.08
ENSG00000100647.7	7.17	18.7	13.66	10.29	8.26	4.3	3.71	3.21	4.36	7.08	3.13
ENSG00000184363.8	120.31	93.07	115.69	100.84	166.05	0.06	12.98	8.46	29.78	2.91	19.43
ENSG00000050438.15	0.34	0.06	0.04	0.05	0	1.41	2.02	2.26	1.91	2.27	0.14
ENSG00000246763.5	0.45	0.11	1.09	0.14	0	2.51	2.11	0.84	5.71	1.77	1.77
ENSG00000117266.14	33.68	30.56	11.13	13.07	7.74	0.27	8.67	1.59	1.32	4.33	3.55
ENSG00000171466.8	3.92	3.89	5.08	5.35	3.34	10.41	8.65	15.69	7.76	5.68	7.44
ENSG00000152056.15	23	12.21	16.61	10.95	17.12	3.07	11.41	7.82	4.18	3.25	7.25
ENSG00000262185.1	0	0.06	0.06	0	0	1.04	0.73	0.72	0.64	0.08	0.67
ENSG00000197044.9	0.02	0	0.55	0.4	1.2	2.41	2.71	4.46	1.92	0.87	1.67
ENSG00000107745.15	21.93	22.74	17.78	18.43	18.48	23.39	27.04	24.35	26.84	35.01	34.29
ENSG00000138668.17	183.62	86.97	146.25	103.33	171.92	221.17	230.97	301.81	304.64	441.91	264.25
ENSG00000123364.4	11.26	30.74	6.42	5.87	6.1	2.56	0.77	1.93	0.21	1.89	1.11
ENSG00000226360.5	1.05	1.65	2.09	1.36	1.8	0.24	0	0.18	0.38	0.22	1.51
ENSG00000177076.5	2.11	1.95	1.68	0.68	2.68	0.45	0.54	0.25	0.23	0.19	0.14
ENSG00000261609.3	1.02	1.24	0.94	1.17	1.09	1.4	1.79	2.21	1.29	1.59	1.82
ENSG00000131711.13	1.03	0.07	2.03	5.47	7.23	4.29	38.99	30.8	96.69	81.58	19.82
ENSG00000124251.9	0.13	0.17	0.47	0.23	0.35	0.43	0.76	1.09	0.71	0.61	1.28
ENSG00000143341.10	0.03	0	0	0.02	0	3.83	26.14	13.94	7.28	4.26	1.03
ENSG00000197191.4	29.38	14.31	2.26	18.99	17.31	0.85	0.24	0.37	0.57	3.6	0.53
ENSG00000134574.10	120.2	74.52	48.7	46.11	39.46	14.21	25.09	33.67	15.38	6.8	24.19
ENSG00000080839.10	6.97	2.62	5.72	2.48	2.52	9.25	8.41	21.33	12.22	8.91	10.89
ENSG00000260552.1	6.09	3.96	4.05	5.15	1.5	0.35	1.76	2.35	0.51	0.32	0.25
ENSG00000176401.5	1.15	1.45	1.22	0.83	0.46	2.16	1.99	3.3	6.55	2.28	2.89
ENSG00000234062.6	1.37	0.61	0.73	0.44	0.45	1.94	2.45	1.38	1.59	2.9	1.17
ENSG00000078804.11	1.56	5.72	2.77	3.19	3.97	10.45	4.45	11.52	8.42	12.79	8.64
ENSG00000149177.11	1.79	0.26	0.69	5.11	0.32	11.53	6.59	18.46	6.07	3.87	19.89
ENSG00000187957.7	42.43	15.43	42.99	84.98	6.74	1.29	0.5	0.07	16.53	2.9	0.12
ENSG00000169242.10	39.28	108.62	39.25	48.33	57.71	10.47	30.7	11.4	1.67	1.36	6.18
ENSG00000060656.18	45.42	65.56	48.27	36.05	71.38	0.23	31.48	0.4	4.44	2.29	5.47
ENSG00000056972.17	16.99	31.09	28.68	34.51	30.14	4.23	19.5	7.75	6.89	2	9.42
ENSG00000143515.15	9.51	0.01	2.18	1.42	0.2	26.2	17.59	11.34	35.02	45.41	14.53
ENSG00000111012.8	3.53	4.7	16.83	7.07	6.72	1.42	0.77	1.26	0.48	2.06	2.05
ENSG00000167642.11	479.45	422.49	355.87	407.04	297.95	0.76	3.76	3.21	2.3	1.3	291.23
ENSG00000077684.14	4.77	4.67	7.13	5.46	11.64	14.76	36.88	18.11	14.56	32.1	9.76
ENSG00000170629.13	1.97	0.45	0.95	1.69	1.11	2.33	6.46	3.21	11.31	5.48	3.09
ENSG00000106003.11	24.2	33.25	8.05	8.63	16.77	3.46	0.56	3.75	1.44	2.37	9.61
ENSG00000166881.8	5.83	4.7	5.94	2.89	3.49	10.28	12.28	24.88	6.69	9.19	10.55
ENSG00000189067.11	103.21	159.32	100.48	75.65	126.4	18.67	82.96	37.62	27.43	10.04	28.3
ENSG00000153721.16	0.71	2.1	2.22	1.25	3.77	9.7	6.88	3.01	4.57	9.13	6.49
ENSG00000120055.7	1.01	3.53	1.22	2.14	3.46	0.12	0.36	0.04	0.14	0.47	0.06
ENSG00000168502.16	4.99	5.31	5.08	2.14	5.21	25.58	6.07	24.91	15.61	61.84	44.44
ENSG00000157613.9	0.05	0.09	0	2.53	0.79	37.56	1.16	23.3	43.72	34.22	5.38
ENSG00000124733.3	44.83	34.75	50.21	71.86	64.14	100.59	92.92	72.81	121.76	113.64	109.83
ENSG00000187446.10	61.34	77.96	46.54	60.95	48.88	28.29	35.45	25.87	14.39	41.95	32
ENSG00000135838.12	5.36	10.93	4.52	2.95	5.95	2.38	0.47	1.42	1.18	2.9	1.5
ENSG00000135679.20	42.62	34.83	44.61	38.83	21.19	13.97	9.12	28.53	7.8	10.71	19.24
ENSG00000136943.9	62.43	128.27	11.18	78.67	38.22	12.15	6.15	16.05	0.15	1.46	1.95
ENSG00000065457.9	29.54	21.7	25.01	21.06	16.21	39.15	38.75	38.87	31.1	30.04	56.02
ENSG00000175984.13	1.76	4.22	2.2	2.32	1.5	0.15	0.4	1.68	0.54	0.14	1
ENSG00000108395.12	7.29	7.14	8.03	7.1	6.34	11.15	11.63	17.04	11.05	25.13	21.32
ENSG00000135541.19	1.81	2	4.99	0.91	1.56	7.52	9.23	13.75	4.15	6.04	5.22
ENSG00000173210.18	61.46	63.01	41.11	97.22	30.75	0.41	0.44	0.7	28.81	6.21	9.27
ENSG00000163393.11	5.41	8.33	3.61	1.91	2.18	0	0	0.15	0.13	0.97	2.58
ENSG00000275066.3	6.23	7.68	5.13	5.42	4.68	7.33	7.78	12.36	9	9.51	9.22
ENSG00000137831.13	14.02	7.35	13.08	7.07	13.74	19.46	38.71	15.25	36.9	71.45	36.49
ENSG00000056097.14	28.63	19.92	28.78	34.16	32.95	51.43	48.56	41.52	36.14	47.26	55.14
ENSG00000073712.12	5.1	4.25	8.5	29.17	4.81	68.02	56.42	75.62	45.98	18.31	37.38
ENSG00000119686.8	1.17	3.56	2.63	4.76	4.3	0.07	0.54	2.05	0.86	0.43	0.27
ENSG00000248429.4	6.56	7.6	4.57	1.07	2.3	1.06	0.03	0	0	0	0.09
ENSG00000197128.10	0.02	0.64	1.03	1.09	1.05	3.85	3.66	5.55	1.9	5.73	1.14
ENSG00000085871.7	50.75	50.27	65.01	39.11	8.78	0.09	0.32	11.28	0.19	0.7	17.58
ENSG00000187210.11	17.22	7.64	13.68	26.76	6.44	3.5	3.76	3.38	3.91	0.78	3.6
ENSG00000131873.5	9.29	5.62	9.55	14.73	7.64	46.24	62.49	20.16	18.99	16.44	22.01
ENSG00000110057.6	46.26	40.09	51.91	77.63	31.11	7.7	13.44	13.26	5.06	40.24	13.54
ENSG00000123066.6	3.02	4.27	6.8	4.02	5.41	10.26	18.29	17.21	10.35	19.52	5.38
ENSG00000162607.11	9.83	4.81	10.97	5.53	7.68	32.73	29.99	44.48	25.09	7.84	22.88
ENSG00000174197.15	2.6	1.34	1.96	0.37	0.75	3.63	8.14	8.16	3	3.81	3.64
ENSG00000197813.5	0.2	0	0	0.31	0	3.5	3.71	2.31	0.36	3.17	0.98
ENSG00000141622.12	7.62	2.14	2.37	2.32	1.3	0	1.42	0.09	0.02	0.04	0
ENSG00000272787.1	1.43	0.15	0.48	0.6	0.44	1.24	2.05	2.88	1.34	2.18	2.26
ENSG00000197380.9	0.22	0.02	0.05	0.07	0.16	1.14	1.72	0.87	1.34	1.51	0.16
ENSG00000079337.14	13.37	15.3	5.96	5.09	5.1	0.98	2.07	0.45	4.97	0.79	3
ENSG00000096746.16	125.09	61.22	104.47	99.42	59.81	220.29	203.56	258.09	146.2	143.07	162.27
ENSG00000166979.11	15.65	15.62	22.94	14.24	18.97	0.46	2.09	3.87	5.11	0	7.88
ENSG00000109332.18	232.54	215.86	263.03	281.78	252.63	121.85	203.12	149.85	109.16	160.91	196.82
ENSG00000185614.4	20.18	15.31	17.09	4.23	27.95	0.68	1.92	1.31	9.99	0.94	3.32
ENSG00000106086.17	2.5	1.76	3.63	1.92	2.13	4.88	4.26	4.77	3.39	4.8	4.16
ENSG00000151240.14	2.32	0	0.12	0.03	0.22	5.6	0.97	19.21	5.36	9.89	3.26
ENSG00000112210.10	1.2	1.65	2.4	3.07	1.09	16.96	7.33	7.78	6.83	2.7	4.52
ENSG00000224959.1	0.17	0.1	0	0	0	0.15	0.75	1	1.45	0.59	1.27
ENSG00000118058.19	7.12	7.09	6.13	3.06	4.41	8	16.78	11.45	15.3	18.26	8.13
ENSG00000158987.18	1.95	1.97	4.13	1.44	1.71	4.61	6.32	6.61	4.99	3.34	4.77
ENSG00000038358.13	46.2	22.49	30.02	28.97	23.87	58.5	41.6	57.28	45.73	83.13	57.76
ENSG00000161714.10	150.06	186.16	81.47	75.94	151.89	19.49	10.68	35.1	41.43	32.8	88.49
ENSG00000267605.4	0.79	3.42	0.6	1.41	3.05	3.88	8.83	9.25	6.4	22.23	4.32
ENSG00000198521.10	0.02	0.75	0	1.55	0	6.52	5.54	7.41	6.67	1.73	0.74
ENSG00000011275.17	9.93	6.09	13.62	12.93	13.84	26.15	20.43	20.37	23.88	33.9	16.91
ENSG00000183049.11	0.62	0.05	0.05	0.05	0.14	3.55	0.93	1.83	2.24	10.52	2.36
ENSG00000079482.12	2.58	3.3	1.01	1.27	1.03	3.93	8.7	7.59	4.77	2.97	4.77
ENSG00000125841.11	2.95	0.72	1.33	23.69	0.49	73.01	24.3	100.43	60.45	55.36	38.35
ENSG00000177674.14	115.46	160.64	106.28	92.32	70.09	23.26	31.58	37.42	25.37	105.99	32.11
ENSG00000240053.8	5.34	10.8	8.45	6.57	3.5	12.43	16.61	27.92	9.17	25.57	23.67
ENSG00000149300.8	2.49	7.59	4.68	2.78	1.03	0	0	0	0	0.51	0.08
ENSG00000238005.2	0	0	0	0	0	1.87	0.89	1.17	0.24	1.07	0.43
ENSG00000204920.9	0.49	1.2	0.35	2.03	0	3.86	2.46	6.03	2.35	2.62	4.49
ENSG00000074935.12	3.43	3.24	2.83	3.31	3.7	11.03	19.91	8.08	4.72	12.92	7.25
ENSG00000250802.5	0.1	0.12	0.35	0	0.13	1.16	0.73	1.21	0.48	3.04	1.37
ENSG00000117385.14	18.58	8.55	17.26	33.71	27.09	79.88	67.98	52.7	56.93	82.1	43.09
ENSG00000197956.8	3164.31	1605.36	2330.35	3166.7	3597.65	332.88	1228.84	1221.61	1037.96	1048.9	1400.77
ENSG00000189171.12	196.84	129.27	294.94	227.2	279.6	104.73	30.86	98.57	100.29	42.63	117.94
ENSG00000196656.7	1357.94	1030.25	1069.42	1638.95	860.48	571.16	240.04	252.99	485.19	448.89	932.86
ENSG00000238266.1	2.9	9.47	25.16	12.77	3.07	0	0.62	0.02	0.9	0	0.1
ENSG00000174799.9	1.87	0.85	2.3	1.15	0.7	2.24	4.32	6.28	2.79	2.57	5.01
ENSG00000167680.14	1.45	1.97	0.21	0.91	1.24	1.78	30.34	6	20.61	9.82	8.6
ENSG00000183010.15	59.07	14.37	16.01	25.98	49.6	133.84	112.56	82.68	128.74	797.37	105.68
ENSG00000178078.10	37.23	65.33	32.72	47.28	25.84	0.69	4.83	9.06	3.47	9.22	24.97
ENSG00000185432.11	11.27	62.77	15.78	3.98	8.28	0.06	0.16	0.51	0.52	0.06	1.07
ENSG00000269680.1	1.11	1.16	0.91	3.22	1.24	0	0.13	0.71	0	0	0.46
ENSG00000205476.7	35.28	38.08	17.66	20.69	36.35	7.76	15.85	10.41	14.92	8.6	18.6
ENSG00000136867.9	31.84	60.61	14	12.7	17.88	3.59	3.62	5.48	3.21	3.51	4.7
ENSG00000204519.9	2.27	1.38	3.36	1.61	1.58	4.31	2.68	6.46	3.84	4.13	4.61
ENSG00000168439.15	130.3	105.96	156.33	112.95	142.4	202.14	341.4	207.85	153.81	188.05	234.84
ENSG00000141441.14	6.16	9.11	15.87	11.34	2.5	0.62	2.36	1.72	1.02	0.73	1.04
ENSG00000105499.12	0.81	2.06	1.14	2.44	1.04	3.05	6.7	3.18	4.3	7.74	2.33
ENSG00000243335.7	1.48	2.76	2.14	1.6	2.01	7.04	4.58	2.54	5.86	11.49	4.88
ENSG00000072803.16	14.84	18.69	22.27	13.18	13.32	27.85	29.83	28.29	24.64	19.24	36.58
ENSG00000165244.6	2.88	0.73	3.27	2.27	2.5	5.75	6.66	8.16	7.11	3.09	7
ENSG00000166848.5	16.91	14.25	16.27	13	9.16	22.58	24.12	25.38	16.91	22.47	30.69
ENSG00000035403.15	38.08	25.37	37.96	35.43	51.91	123.51	51.62	97.65	256.64	83.44	83.43
ENSG00000018510.11	6.76	4.27	6.05	5.64	3.22	6.16	12.48	15.12	11.67	23.91	10.24
ENSG00000141002.17	72.99	73.12	80.32	73.89	58.68	99.09	112.34	84.81	105.29	164.43	101.97
ENSG00000042445.12	48.36	85.47	39.26	52.46	40.15	11.41	23.61	17.26	24.64	38.3	26.47
ENSG00000178654.11	1.03	1.61	1.92	0.8	0.59	0.45	0	0.38	0.32	0	0.21
ENSG00000078114.17	8.14	11.24	5.28	2.42	1.66	0.01	0.1	0.51	0.02	0.24	0.08
ENSG00000135480.13	3218.01	597.56	1308.85	1866.9	2695.84	15.47	7.37	505.08	14.09	2.23	337.05
ENSG00000136689.17	7.53	73.86	4.07	43.5	60.93	0	0	0	1.05	0	0
ENSG00000116127.16	1.52	1.32	2.93	2.32	3.69	5.19	4.97	6.33	6.91	4.64	4.33
ENSG00000165006.12	25.02	31.15	28.87	39.34	46.62	29.56	16.6	13.58	17	16.75	20.17
ENSG00000198689.8	4.45	5.9	4.09	5	5.43	12.29	9.21	6.01	7.31	7.29	7.36
ENSG00000228412.5	0	0	0	0.05	0	1.06	0.84	1.35	0.1	0.63	1.53
ENSG00000188732.9	0.17	0.07	0.3	0.65	0.19	1.62	1.28	2.8	1.25	8.3	4.12
ENSG00000005249.11	0.03	0.02	0.06	0.37	0	0.36	0.95	1.84	0.41	1.68	1.83
ENSG00000188612.10	79.23	69.42	70.09	56.57	48.9	139.73	306.29	214.77	90.56	96.76	166.74
ENSG00000211454.12	0.62	0.12	0.06	0	0	0.48	1.09	0.73	1.19	0.75	0.56
ENSG00000147036.10	0.67	1.22	0.39	1.31	1.54	0	0.05	0.04	0.1	0.16	0
ENSG00000165804.14	37.5	69.19	54.55	11.67	57.63	12.84	3.42	0.76	15.42	7.17	8.68
ENSG00000070731.8	22.45	163.78	14.24	7.3	15.78	0.11	0.28	1.07	0.09	0.5	0.59
ENSG00000156509.12	0.36	0.27	0.33	0.06	0.2	1.95	3	2.79	1.36	0.48	4.76
ENSG00000111907.19	34.32	160.4	50.8	74.37	55.1	21.3	24.47	4.39	9.89	0.91	0.4
ENSG00000174136.10	4.74	3.84	4.53	2.89	6.2	23.11	8.85	6.75	48.84	29.49	25.11
ENSG00000175793.11	680.88	1128.33	568.51	792.22	1166.98	0.41	50.46	0.58	113.91	1.76	100.47
ENSG00000123485.10	36.8	12.24	28.84	8.12	25.18	33.07	118.58	70.39	51.9	139.91	106.42
ENSG00000159314.10	27.03	28.53	15.52	54.57	19.63	0.18	0.54	3.56	1.59	7.94	17.1
ENSG00000138029.12	66.83	139.02	117.45	80.98	62.37	30.6	72.16	38.06	27.21	21.13	47.23
ENSG00000100422.12	11.42	4.91	9.41	16	15.16	22.5	28.6	40.98	34.67	24.01	28.07
ENSG00000196924.13	438.09	236.92	262.46	457.96	399.94	1369.38	523.3	737.89	1005.72	737.88	496.88
ENSG00000233493.3	3.17	5.39	2.24	1.34	2.92	0.58	0.89	0	0.14	1.24	1.47
ENSG00000177106.13	252.46	316.49	124.64	87.51	77.32	0.07	1.85	8.81	6.91	7.71	116.79
ENSG00000109107.12	52.3	22.73	9.83	26.02	80.83	0.18	0.88	1.59	0.94	1.23	33.82
ENSG00000057294.12	22.45	10.26	20.79	17.79	24.58	0	0.78	0.16	0.06	0.28	21.14
ENSG00000219665.7	0.22	0.59	0.99	5.93	2.78	9.63	19.52	10.77	7	12.99	12.14
ENSG00000127481.13	31.86	22.63	20.93	13.55	36.36	25.51	80.1	65.05	64.96	97.74	125.77
ENSG00000147642.15	4.29	12.01	8.05	5.59	18.6	0	2.74	1.41	0.46	0.78	6.25
ENSG00000008294.19	14.53	17.16	18.73	24.11	14.01	24.57	48.65	67.32	28.95	62.68	27.64
ENSG00000176396.9	4.76	4.48	4.9	3.8	3.61	8.33	5.21	5.73	7.93	6.72	11.17
ENSG00000134504.11	30.39	52.21	50.35	18.48	38.44	20.42	18.28	18.3	8.83	5.08	7.27
ENSG00000253712.1	0.18	0	0.41	0	0	0.76	3.61	2.36	7.21	1.91	0.93
ENSG00000081087.13	1.96	5.63	5.61	10.16	4.12	21.74	15.14	18.14	21.99	18.14	7.1
ENSG00000107262.15	37	101	62.65	49.11	81.85	35.43	15.49	20.46	36.02	22	31.84
ENSG00000182379.9	3.33	0.9	1.27	0.22	2.36	9.13	5.33	3.93	5.9	4.27	9.15
ENSG00000142871.14	51.03	22.15	61.8	55.16	31.64	776.55	40.46	488.88	502.09	234.35	788.83
ENSG00000125484.10	6.78	4.58	6.45	4.71	7.67	16.36	8.3	18.86	8.62	16.5	9.18
ENSG00000143217.8	2.85	27.37	3.69	21.85	17.78	0	0.1	0.15	0.02	0.3	0
ENSG00000162733.15	0.24	0.03	0.29	0.99	0	20.83	43.48	29.27	27.45	95.26	0.3
ENSG00000263563.4	0.57	0.61	0.62	0.12	0.27	1.87	3.8	1.76	1.15	1.94	7.3
ENSG00000177990.10	0.52	0	0.74	0.46	0.58	1.2	2.64	4.42	1.81	4.2	0.85
ENSG00000169583.12	4.73	11.54	2.08	6.31	26.16	0	0	0	0.42	0.61	1.81
ENSG00000196576.13	103.27	104.1	70.9	145.48	81.73	34.53	49.84	72.76	61.45	43.59	61.82
ENSG00000065621.13	43.91	27.56	28.32	38.17	28.39	0.05	18.42	10.3	0.85	2.56	1.67
ENSG00000103245.12	38.76	27.71	22.94	27.5	26.3	18.22	6.53	14.4	20.92	11.45	14.85
ENSG00000131885.15	0.59	3.98	1.6	1.67	2.09	0	0.3	0	0	0	0
ENSG00000228223.2	0.2	1.19	1.04	0.53	0.19	4.48	5.87	6.91	3.16	1.63	0.98
ENSG00000267041.4	0.05	0.22	0.11	0.19	0.23	3.6	2.67	7.52	1.64	0.65	7.91
ENSG00000113575.8	93	73.99	105.11	59.01	94.69	169.71	104.31	146.7	118.56	188.21	132.22
ENSG00000169129.13	34.54	2.92	8.13	11.97	6.44	1.06	0.21	0.99	0.02	0.64	1.21
ENSG00000085415.14	29.11	18.27	36.04	33.38	29.38	41.45	59.45	65.16	35.8	99.9	67.88
ENSG00000229618.1	0.32	0.4	0.2	0	0	0.32	1.92	3.01	6.21	2.19	2.43
ENSG00000078237.5	27.74	19.23	13.69	12.89	26.35	7.28	12.61	11.35	5.55	3.77	9.48
ENSG00000119906.10	7.58	5.06	5.24	3.96	2.41	11.78	12.42	8.28	6.71	13.18	13.32
ENSG00000197050.9	0	0.56	2.26	0.74	0.11	5.45	4.58	3.86	1.57	3.41	2.23
ENSG00000119729.9	8.75	8.14	9.87	13.2	11.51	17.99	47.84	28.25	24.89	57.7	14.27
ENSG00000198807.11	10.31	9.16	7.22	9.76	7.29	4.5	0.25	0.09	4.23	2.13	1.62
ENSG00000159885.12	0.54	0.44	0.68	1.62	0	2.27	2.19	4.04	0.81	4.1	4.19
ENSG00000104332.10	34.66	55.66	57.34	28.91	42.84	45.89	1.88	1.27	0.83	0.03	0.02
ENSG00000065308.4	3.53	4.18	2.91	9.57	2.19	67.85	8.34	11.83	72.31	13.12	52.86
ENSG00000198034.9	1360.18	1404.35	1230.78	1413.94	1221.99	928.06	570.84	721.7	474.96	440.71	1079.28
ENSG00000259612.1	0.59	0.94	1.08	1.11	0.97	0.39	0.67	0.52	0.29	0.5	0.68
ENSG00000018408.13	24.29	8.77	15.82	28.07	37.66	49.04	135.27	164.36	49.73	85.79	37.78
ENSG00000030419.15	5.5	4.4	2.81	4.07	2.61	2.23	0.01	1.01	2.1	1.55	1.05
ENSG00000182318.5	1.46	1.69	1.7	1.86	1.6	2.68	2.31	3.75	4.86	2.61	2.49
ENSG00000270885.1	1.25	1.44	2	0.83	0.25	17.07	10.44	11.49	6.83	4.28	1.28
ENSG00000133112.15	2121.13	2290.81	3028.06	2188.69	1864.6	898.15	1917.56	867.04	498.2	604.82	1326.83
ENSG00000162302.11	136.58	101.94	86.12	108.25	115.59	56.49	62.93	39.23	94.95	61.66	76.56
ENSG00000162702.7	6.02	3.4	6.94	4.68	3.72	19.41	15.52	10.85	5.7	11.47	8.48
ENSG00000261934.2	0.03	0.47	0.09	0.26	0.08	1.38	1.11	0.58	1.53	0.74	0.29
ENSG00000010256.9	367.2	449.71	415.8	352.35	404.82	214.23	411.74	256.26	237.31	236.31	247.23
ENSG00000187994.12	5.14	8.08	2.59	9.61	1.73	0.06	0.92	0.41	0.45	1.39	0.53
ENSG00000130962.16	3.94	4.9	3.43	5.7	4.5	3.55	2.34	2.31	0.65	1.69	0.92
ENSG00000231806.2	0.23	0.26	0	0.25	0	0.86	3.79	5.19	1.76	1.12	0.95
ENSG00000101000.4	101.78	39.49	99.9	114.82	150.97	1.48	4.42	24.79	30.88	11.17	37.45
ENSG00000143554.12	44.52	14.53	33.28	10.36	41.13	3.14	0.5	9.42	1.18	16.57	1.9
ENSG00000147144.11	11.87	21.44	9.45	13.34	3.83	5.85	1.23	1.52	0.1	4.89	0.03
ENSG00000171791.11	0.7	0.1	0.72	0.25	0.37	1.65	0.37	3.42	2.47	2.45	2.23
ENSG00000176383.8	3.03	2.73	1.45	1.84	2.67	0.89	1.15	0.84	0.7	2.11	0.56
ENSG00000123353.8	106.83	50.83	69.03	154.22	91.39	22.22	35.22	50.68	43.19	24.46	46.96
ENSG00000275719.1	0	0.21	0.24	0	0.63	0.63	1.13	1.6	2.25	0.37	1.62
ENSG00000088387.16	21.87	22.27	45.65	43.87	35.21	24.89	12.18	11.51	19.41	7.78	12.69
ENSG00000182871.13	8.05	6.89	0.63	0.33	4.35	45.25	10.57	15.55	19.49	110.84	19.73
ENSG00000168014.15	13.59	8.95	11.28	14.43	12.69	14.21	18.66	26.36	32.78	34.26	18.55
ENSG00000176244.6	0.22	0.86	0.61	0.78	0	0.69	4.28	3.59	1.34	1.95	3.13
ENSG00000134905.15	126.55	86.52	94.6	61.93	75.54	60.39	20.57	22.31	68.56	29.31	32.92
ENSG00000167772.10	130.58	16.61	136.59	868.59	212.73	20.47	0	4.47	5.1	21.32	7.57
ENSG00000169252.5	16.51	24.73	12.73	9.45	14.2	0.21	0.2	0.02	0.48	0.66	18.56
ENSG00000150907.6	2.52	17.24	8.62	6.39	5.76	0.31	2.52	1.27	0.67	1.81	1.51
ENSG00000143774.15	329.74	445.42	679.18	528.34	887.88	262.75	184.72	176.04	226.23	316.28	330.9
ENSG00000206560.9	17.55	13.05	22.52	19.76	8.61	29.19	38.98	44.88	31.8	34.35	34.84
ENSG00000006042.10	55.29	12.34	9.8	51.99	5.05	0.07	0.81	11.14	1.63	0.68	0.05
ENSG00000157106.15	9.4	6.47	8.12	5.37	2.84	10.51	45	25.07	15.13	22.81	10.24
ENSG00000178921.12	19.82	6.66	23.53	16.02	16.68	65.25	25.94	34.62	53.44	39.83	39.05
ENSG00000165548.9	15.81	35.91	9.21	2.08	19.14	0.2	1.17	5.85	0.6	0.31	0.01
ENSG00000105321.11	5.29	5.11	7.69	6.96	14.8	19.82	15.86	17.78	27.96	29.25	9.58
ENSG00000141179.12	17.03	12.57	12.38	13.29	7.91	3.65	4.99	11.07	3.24	7.29	5.39
ENSG00000100316.14	1678.41	2564.58	2141.55	1751.93	2589.13	958.21	1417.09	838.77	1351.55	1666.58	1493.09
ENSG00000185686.16	0	0	0	0	0	14.53	31.73	46.4	33.4	12.24	0
ENSG00000065989.14	1.07	0.28	0.47	0.57	1.61	14.04	0.82	10.04	16.13	48.82	13.87
ENSG00000113645.12	18.93	21.3	13.22	25.04	29.71	11.8	2.37	8.74	11.02	4.01	10.49
ENSG00000111696.10	1.71	1.03	2.5	2.67	2.42	2.98	4.69	7.18	4.02	3.02	6.84
ENSG00000260401.1	6.56	11.63	1.07	2.99	6.75	0	0.06	0.16	0.02	0	0.5
ENSG00000164520.10	2.41	32.38	19.55	8.05	10.97	0	0.21	0.37	1.06	0.62	7.03
ENSG00000115183.12	14.72	9.37	11.7	8.55	9.84	5.09	7.48	9.82	5.45	4.05	4.85
ENSG00000164692.16	0.09	0.77	0.01	0.02	0.04	822.4	204.85	191.39	1532.09	435.8	0
ENSG00000101493.9	4.94	10.14	3.98	7.89	3.52	1.75	1.1	3.39	2.05	1.11	3.02
